position,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
front,True,0.8592399954795837,0.1696999967098236,0.21236,0.1592,0.20946,0.1634,0.18196,0.16,0.22702,0.1779,0.26786,0.1892,0.4071,0.1923
front,True,0.8361200094223022,0.1704999953508377,0.21576,0.1661,0.20734,0.1595,0.17202,0.1541,0.21856,0.1767,0.26312,0.1879,0.38374,0.1918
front,True,0.8234800100326538,0.16680000722408295,0.21616,0.1629,0.2105,0.1563,0.1742,0.1498,0.21824,0.1739,0.26386,0.1871,0.3954,0.1874
front,True,0.8466200232505798,0.17329999804496765,0.21196,0.1621,0.20672,0.1623,0.17928,0.1523,0.22504,0.175,0.27078,0.1835,0.40286,0.1896
front,True,0.8256400227546692,0.1680999994277954,0.21428,0.1635,0.20876,0.1583,0.1774,0.156,0.22346,0.1833,0.2647,0.1914,0.38064,0.1908
front,True,0.8489800095558167,0.17059999704360962,0.21218,0.1594,0.20542,0.1619,0.17416,0.1506,0.2202,0.1739,0.2671,0.1842,0.40704,0.1922
front,True,0.833899974822998,0.17020000517368317,0.21388,0.1628,0.20652,0.1585,0.17614,0.1495,0.22232,0.182,0.2648,0.1867,0.39224,0.1877
front,True,0.8225799798965454,0.17100000381469727,0.21394,0.1609,0.2068,0.1597,0.16712,0.1488,0.22,0.178,0.25922,0.1897,0.38622,0.1861
front,True,0.8575599789619446,0.17219999432563782,0.2167,0.1603,0.20756,0.1615,0.1894,0.165,0.23084,0.1826,0.27674,0.1884,0.41148,0.1927
front,True,0.8376399874687195,0.17159999907016754,0.21284,0.1622,0.20452,0.1559,0.1797,0.1551,0.22298,0.1797,0.26972,0.1855,0.3988,0.1903
front,True,0.8501200079917908,0.17100000381469727,0.21078,0.1601,0.20706,0.1571,0.17874,0.1523,0.22392,0.1794,0.26686,0.1869,0.40232,0.1881
front,True,0.855679988861084,0.17329999804496765,0.21562,0.162,0.20724,0.1587,0.1793,0.1496,0.22576,0.1791,0.27358,0.1898,0.41936,0.1896
front,True,0.8609200119972229,0.1720000058412552,0.21442,0.1617,0.20864,0.1628,0.18168,0.1519,0.2313,0.1797,0.27808,0.1884,0.41472,0.1921
front,True,0.8362399935722351,0.1712999939918518,0.21168,0.162,0.2067,0.161,0.1781,0.1525,0.22496,0.1798,0.26676,0.1898,0.4111,0.1861
front,True,0.8223599791526794,0.1623000055551529,0.21406,0.1613,0.20882,0.1593,0.1769,0.1504,0.2171,0.1727,0.25834,0.1867,0.39294,0.1854
front,True,0.8433600068092346,0.16369999945163727,0.2135,0.1627,0.20512,0.1544,0.17692,0.1552,0.22374,0.1798,0.27514,0.1868,0.4098,0.1857
front,True,0.8549799919128418,0.16990000009536743,0.21384,0.1601,0.21254,0.1603,0.18358,0.1571,0.22506,0.1748,0.28118,0.1859,0.41506,0.1877
front,True,0.844219982624054,0.16949999332427979,0.21218,0.1622,0.21012,0.1606,0.1817,0.1569,0.23084,0.1805,0.27886,0.185,0.40616,0.1902
front,False,0.6031799912452698,0.1809999942779541,0.133,0.129,0.22016,0.1877,0.19444,0.1647,0.2363,0.1889,0.26784,0.1897,0.35992,0.1902
front,False,0.6178200244903564,0.17749999463558197,0.12294,0.1165,0.21488,0.1809,0.18478,0.1577,0.22964,0.184,0.26184,0.185,0.35606,0.1948
front,False,0.6078799962997437,0.17190000414848328,0.14136,0.1345,0.2113,0.1831,0.19498,0.1654,0.23314,0.186,0.2694,0.1874,0.35066,0.1843
front,False,0.6127600073814392,0.17810000479221344,0.1323,0.1222,0.21712,0.1902,0.19352,0.1649,0.23022,0.1807,0.26282,0.1831,0.35488,0.1833
front,False,0.6261399984359741,0.17010000348091125,0.12578,0.1184,0.21376,0.1807,0.19632,0.1653,0.22944,0.1835,0.2675,0.1864,0.34848,0.1819
front,False,0.6049399971961975,0.1761000007390976,0.12316,0.1187,0.2127,0.1823,0.18568,0.1603,0.22998,0.1845,0.26558,0.1858,0.35696,0.1878
front,False,0.5995799899101257,0.17890000343322754,0.13482,0.1257,0.2153,0.1796,0.19084,0.1623,0.23584,0.1857,0.26936,0.1908,0.3453,0.1926
front,False,0.6130599975585938,0.1818999946117401,0.13842,0.1271,0.21396,0.182,0.20272,0.1693,0.23966,0.1838,0.27714,0.1899,0.36228,0.1901
front,False,0.6242200136184692,0.17399999499320984,0.12546,0.1219,0.21594,0.1887,0.20052,0.1723,0.23542,0.1841,0.26992,0.1886,0.361,0.1897
front,False,0.6081200242042542,0.17270000278949738,0.13626,0.1298,0.21514,0.1865,0.20138,0.1716,0.23522,0.1855,0.27302,0.1927,0.35574,0.1853
front,False,0.6131200194358826,0.18029999732971191,0.13848,0.1297,0.21488,0.1815,0.20518,0.1737,0.23526,0.1865,0.26632,0.1903,0.35348,0.1921
front,False,0.6050000190734863,0.17749999463558197,0.13172,0.1257,0.21574,0.1886,0.19206,0.1649,0.23292,0.1865,0.2646,0.1917,0.35364,0.1916
front,False,0.6128399968147278,0.18569999933242798,0.13326,0.1225,0.21656,0.1854,0.19756,0.1686,0.23842,0.186,0.27474,0.1923,0.36214,0.193
front,False,0.6108199954032898,0.1777999997138977,0.13724,0.1283,0.21224,0.1838,0.19796,0.1666,0.23692,0.1876,0.27212,0.1884,0.35536,0.1832
front,False,0.6266400218009949,0.17749999463558197,0.13436,0.126,0.21614,0.1889,0.19478,0.1657,0.2335,0.1843,0.26882,0.1864,0.36034,0.1834
front,False,0.6216199994087219,0.17739999294281006,0.13742,0.129,0.21926,0.1864,0.20304,0.1744,0.24112,0.1864,0.27368,0.1898,0.36656,0.1887
front,False,0.6138399839401245,0.18359999358654022,0.13718,0.1301,0.2128,0.1854,0.20256,0.1687,0.23692,0.1872,0.2704,0.1905,0.35904,0.194
front,False,0.6231399774551392,0.18019999563694,0.14132,0.1287,0.21478,0.1835,0.20298,0.1712,0.2424,0.1876,0.27674,0.1822,0.36026,0.1882
front,False,0.6046599745750427,0.1860000044107437,0.13504,0.1272,0.21192,0.1841,0.1994,0.1705,0.23594,0.1861,0.26884,0.1872,0.3646,0.1927
front,False,0.6085600256919861,0.17970000207424164,0.14126,0.1359,0.20978,0.1766,0.19408,0.1662,0.23206,0.1829,0.26598,0.1885,0.34894,0.1876
front,False,0.6113200187683105,0.1809999942779541,0.12526,0.1197,0.21314,0.1888,0.19108,0.1632,0.22672,0.1835,0.26354,0.1888,0.35456,0.1851
front,False,0.5935400128364563,0.17669999599456787,0.14182,0.132,0.21516,0.1817,0.19424,0.1614,0.23052,0.1832,0.2668,0.1895,0.33484,0.1862
front,False,0.6070600152015686,0.17550000548362732,0.1405,0.1294,0.2111,0.1804,0.20312,0.1674,0.22928,0.1798,0.27478,0.1894,0.36374,0.1906
front,False,0.6173200011253357,0.17829999327659607,0.12964,0.1243,0.21102,0.1825,0.1922,0.1615,0.23294,0.1862,0.27182,0.1911,0.3514,0.193
front,False,0.6230800151824951,0.17589999735355377,0.1318,0.124,0.21516,0.1826,0.20074,0.1647,0.23652,0.183,0.27006,0.1911,0.35944,0.1904
middle,True,0.5379199981689453,0.18369999527931213,0.13746,0.1328,0.20294,0.1839,0.25276,0.2094,0.25338,0.2096,0.20628,0.1695,0.3031,0.2006
middle,True,0.49865999817848206,0.1768999993801117,0.12302,0.1174,0.19746,0.175,0.24526,0.205,0.24372,0.202,0.19344,0.1589,0.28764,0.1922
middle,True,0.5617600083351135,0.18490000069141388,0.13852,0.1305,0.2003,0.1783,0.25276,0.2116,0.25234,0.2075,0.2113,0.1733,0.3124,0.1942
middle,True,0.5293800234794617,0.18469999730587006,0.13492,0.1261,0.19494,0.1749,0.24978,0.2049,0.25028,0.2017,0.21068,0.1717,0.30602,0.1929
middle,True,0.5222399830818176,0.19130000472068787,0.13762,0.1311,0.2074,0.1834,0.25294,0.2094,0.25362,0.2063,0.20188,0.1668,0.30276,0.1953
middle,True,0.5470600128173828,0.1891999989748001,0.14092,0.1325,0.20288,0.1802,0.25768,0.2097,0.25844,0.209,0.21248,0.1719,0.31388,0.2
middle,True,0.5539199709892273,0.18979999423027039,0.14194,0.1333,0.19588,0.1756,0.2521,0.2081,0.2552,0.2035,0.21716,0.1764,0.31582,0.1981
middle,True,0.5635600090026855,0.19140000641345978,0.13854,0.1262,0.2017,0.1804,0.25226,0.2069,0.25196,0.2059,0.21852,0.175,0.31208,0.1951
middle,True,0.5382199883460999,0.19220000505447388,0.14096,0.1286,0.1985,0.1796,0.25558,0.2076,0.25606,0.2129,0.20798,0.1701,0.30998,0.201
middle,True,0.5209199786186218,0.1914999932050705,0.14456,0.1352,0.19964,0.177,0.2544,0.2092,0.25592,0.2069,0.20328,0.1639,0.3123,0.1979
middle,True,0.5476400256156921,0.18610000610351562,0.13388,0.1279,0.2009,0.1801,0.25428,0.2059,0.25406,0.2048,0.21162,0.1694,0.31026,0.2009
middle,True,0.5406000018119812,0.17790000140666962,0.13228,0.1261,0.20632,0.1844,0.25124,0.2057,0.25256,0.2061,0.20204,0.1686,0.30472,0.1921
middle,True,0.5526000261306763,0.1932000070810318,0.1422,0.1329,0.20358,0.1799,0.25458,0.2069,0.25854,0.2054,0.21424,0.1742,0.3138,0.196
middle,True,0.5358800292015076,0.19480000436306,0.14136,0.13,0.20106,0.1757,0.2542,0.2068,0.25636,0.206,0.20852,0.174,0.31208,0.2022
middle,True,0.575659990310669,0.18780000507831573,0.13512,0.1268,0.20416,0.1814,0.25172,0.2064,0.25196,0.2036,0.2119,0.1779,0.31112,0.1975
middle,True,0.5591400265693665,0.18850000202655792,0.14128,0.1315,0.2044,0.1806,0.24996,0.2031,0.25302,0.2039,0.21232,0.1737,0.30954,0.1939
middle,True,0.5414800047874451,0.181099995970726,0.13066,0.1242,0.203,0.1838,0.24842,0.2064,0.24868,0.2082,0.21048,0.1737,0.30204,0.1913
middle,True,0.5353999733924866,0.19210000336170197,0.12582,0.1194,0.20586,0.1852,0.25166,0.2089,0.25336,0.2082,0.20882,0.1733,0.30696,0.1923
middle,True,0.5402600169181824,0.1800999939441681,0.13442,0.1276,0.20456,0.1827,0.25352,0.2076,0.25534,0.2079,0.21206,0.1736,0.3004,0.1946
middle,True,0.5586599707603455,0.18330000340938568,0.13676,0.1271,0.2053,0.1794,0.25368,0.2044,0.25354,0.2051,0.2157,0.1775,0.3196,0.1922
middle,True,0.5292999744415283,0.1859000027179718,0.1346,0.1271,0.2093,0.1825,0.25294,0.2084,0.25298,0.2072,0.20532,0.1699,0.29792,0.1956
middle,True,0.5513399839401245,0.1889999955892563,0.14246,0.134,0.19952,0.1777,0.25414,0.2101,0.25428,0.2089,0.21,0.1776,0.31132,0.2002
middle,True,0.5199400186538696,0.18299999833106995,0.13748,0.1258,0.20674,0.1812,0.25116,0.2067,0.25296,0.2033,0.20418,0.1674,0.29848,0.194
middle,True,0.5414599776268005,0.18060000240802765,0.13104,0.126,0.20416,0.1795,0.2497,0.2051,0.25086,0.202,0.20184,0.166,0.3078,0.1983
middle,True,0.5238199830055237,0.1867000013589859,0.13546,0.127,0.20348,0.1782,0.25284,0.2053,0.25344,0.2107,0.20508,0.17,0.30308,0.1993
middle,False,0.7206400036811829,0.17080000042915344,0.11164,0.1071,0.1834,0.1658,0.22562,0.1871,0.26054,0.196,0.28986,0.1775,0.41776,0.1838
middle,False,0.7226600050926208,0.16099999845027924,0.11786,0.1112,0.18324,0.1662,0.22832,0.1889,0.26382,0.1884,0.29056,0.1799,0.40418,0.1784
middle,False,0.7134799957275391,0.1688999980688095,0.11126,0.1085,0.18822,0.1686,0.21966,0.1807,0.25826,0.1883,0.28798,0.1729,0.41952,0.1785
middle,False,0.7246000170707703,0.16830000281333923,0.1143,0.109,0.19268,0.1699,0.23894,0.19,0.27614,0.1923,0.3032,0.1794,0.43616,0.1804
middle,False,0.7149800062179565,0.17790000140666962,0.12724,0.1216,0.19516,0.1705,0.23704,0.1902,0.2787,0.1964,0.31062,0.1889,0.44766,0.1946
middle,False,0.7281399965286255,0.17299999296665192,0.12714,0.1221,0.18908,0.1693,0.2315,0.194,0.2707,0.1957,0.3047,0.1803,0.41834,0.1882
middle,False,0.7139999866485596,0.17270000278949738,0.1067,0.1054,0.18542,0.1687,0.22398,0.1846,0.25944,0.1908,0.28146,0.1834,0.39798,0.1795
middle,False,0.7142400145530701,0.17739999294281006,0.1215,0.1122,0.19118,0.1727,0.2377,0.1972,0.27184,0.1944,0.30706,0.1889,0.4216,0.1862
middle,False,0.7236599922180176,0.17599999904632568,0.13082,0.1246,0.18782,0.1672,0.23376,0.1893,0.27448,0.1912,0.3062,0.1819,0.43522,0.1836
middle,False,0.7207599878311157,0.1729000061750412,0.11726,0.1109,0.18888,0.169,0.22494,0.1877,0.2665,0.194,0.299,0.1843,0.42816,0.1853
middle,False,0.7168599963188171,0.1695999950170517,0.1144,0.111,0.19364,0.1812,0.22626,0.1892,0.26694,0.1926,0.2895,0.1715,0.409,0.1778
middle,False,0.7285400032997131,0.17059999704360962,0.1216,0.1153,0.19096,0.1652,0.23076,0.1911,0.27034,0.1964,0.28654,0.183,0.40582,0.1799
middle,False,0.6893799901008606,0.17880000174045563,0.12476,0.1184,0.19142,0.1694,0.24074,0.1946,0.2737,0.19,0.30076,0.1835,0.42674,0.1871
middle,False,0.7224799990653992,0.1745000034570694,0.11556,0.1132,0.1852,0.1697,0.22408,0.189,0.26622,0.1951,0.28338,0.1761,0.39386,0.1844
middle,False,0.7208799719810486,0.16609999537467957,0.12066,0.1143,0.18864,0.1708,0.23272,0.1915,0.27498,0.1978,0.30128,0.1792,0.4309,0.1814
middle,False,0.7305200099945068,0.17219999432563782,0.12236,0.1213,0.18726,0.168,0.2313,0.1942,0.26388,0.1899,0.29464,0.1839,0.40762,0.1823
middle,False,0.7028200030326843,0.17190000414848328,0.11406,0.1078,0.18252,0.1644,0.22694,0.1877,0.2653,0.1948,0.28684,0.1818,0.40688,0.1926
middle,False,0.7035599946975708,0.16820000112056732,0.11486,0.1089,0.1915,0.1693,0.2322,0.1905,0.2625,0.188,0.28714,0.1776,0.40988,0.1762
middle,False,0.7260199785232544,0.1639000028371811,0.1245,0.1182,0.19182,0.172,0.23288,0.1893,0.27212,0.1941,0.29438,0.179,0.41058,0.1838
middle,False,0.7430199980735779,0.16529999673366547,0.11896,0.1132,0.1894,0.1673,0.22964,0.1897,0.27164,0.1921,0.3079,0.1814,0.4415,0.182
middle,False,0.709879994392395,0.17219999432563782,0.11712,0.1132,0.19214,0.1717,0.22788,0.1884,0.26706,0.1958,0.30122,0.1784,0.42194,0.1831
middle,False,0.7137799859046936,0.1712999939918518,0.1207,0.1147,0.1871,0.1703,0.22866,0.1884,0.26454,0.1969,0.28572,0.1776,0.41402,0.1842
middle,False,0.7212600111961365,0.1736000031232834,0.1172,0.1138,0.19062,0.17,0.22926,0.1877,0.2731,0.1992,0.30034,0.1817,0.42308,0.1856
middle,False,0.6890000104904175,0.16269999742507935,0.1041,0.1015,0.18426,0.1683,0.21556,0.179,0.25002,0.1897,0.26624,0.1693,0.38334,0.1759
middle,False,0.6889399886131287,0.179299995303154,0.11532,0.1097,0.19074,0.174,0.2265,0.1881,0.26556,0.1919,0.29214,0.1766,0.41094,0.1853
back,True,0.67603999376297,0.17739999294281006,0.1435,0.1324,0.20978,0.1825,0.22968,0.1852,0.26424,0.1894,0.3249,0.2049,0.37228,0.2084
back,True,0.6629400253295898,0.1818999946117401,0.13472,0.1258,0.21146,0.1846,0.22958,0.1845,0.26424,0.1877,0.32794,0.2022,0.37608,0.2063
back,True,0.677839994430542,0.1770000010728836,0.13968,0.1353,0.20966,0.1879,0.22904,0.1873,0.26474,0.1891,0.33028,0.2077,0.37882,0.2074
back,True,0.6705600023269653,0.18219999969005585,0.1386,0.1334,0.21034,0.183,0.23392,0.1924,0.2736,0.1918,0.3401,0.21,0.38812,0.2092
back,True,0.6690999865531921,0.17649999260902405,0.13036,0.1232,0.2045,0.1837,0.2241,0.1845,0.25444,0.1861,0.31986,0.2114,0.36768,0.2076
back,True,0.6760799884796143,0.1746000051498413,0.12946,0.1223,0.21078,0.1859,0.23232,0.1886,0.26204,0.1862,0.32824,0.2088,0.38278,0.2093
back,True,0.6758400201797485,0.17710000276565552,0.12462,0.1165,0.21254,0.1889,0.22732,0.1878,0.26174,0.1936,0.32198,0.2093,0.36974,0.213
back,True,0.6728600263595581,0.18019999563694,0.135,0.1289,0.20712,0.1828,0.22768,0.1852,0.2631,0.1868,0.33042,0.2091,0.379,0.2119
back,True,0.6775599718093872,0.17810000479221344,0.13786,0.1278,0.21014,0.1867,0.23582,0.1865,0.27046,0.1897,0.33604,0.2092,0.3887,0.2097
back,True,0.6571000218391418,0.17720000445842743,0.11632,0.1111,0.20976,0.1843,0.2192,0.184,0.25142,0.1861,0.3173,0.2056,0.36836,0.2061
back,True,0.6832799911499023,0.17479999363422394,0.13062,0.1265,0.20934,0.1822,0.23056,0.1889,0.26864,0.1915,0.33386,0.2082,0.38854,0.2093
back,True,0.668720006942749,0.18080000579357147,0.13018,0.1232,0.20872,0.1858,0.22632,0.1865,0.26,0.1964,0.32238,0.2113,0.37466,0.2079
back,True,0.6731200218200684,0.17219999432563782,0.13374,0.1232,0.21002,0.1832,0.23272,0.1884,0.26304,0.1874,0.33406,0.2094,0.3795,0.2115
