reservoir_layer_scaling_factor,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
16,False,0.5924400091171265,0.3750999867916107,0.35136,0.3465,0.42604,0.411,0.39726,0.3877,0.42882,0.4051,0.52654,0.4057,0.52126,0.3848
16,False,0.7419800162315369,0.3621000051498413,0.34654,0.3372,0.44574,0.4232,0.41058,0.3967,0.44768,0.4167,0.58584,0.4033,0.62932,0.3696
16,False,0.6263800263404846,0.3637999892234802,0.3184,0.3186,0.42294,0.4045,0.39352,0.3823,0.43422,0.403,0.54594,0.402,0.56182,0.3753
16,False,0.5098000168800354,0.38920000195503235,0.33926,0.3292,0.42446,0.3979,0.3862,0.365,0.4234,0.3948,0.4928,0.406,0.49302,0.387
16,False,0.47863999009132385,0.38260000944137573,0.34202,0.3336,0.4154,0.3941,0.38072,0.3678,0.41012,0.3875,0.48838,0.3944,0.47168,0.3771
16,False,0.6929600238800049,0.3833000063896179,0.35176,0.3461,0.44512,0.423,0.40092,0.3933,0.4465,0.4219,0.56598,0.4258,0.61974,0.398
16,False,0.7674000263214111,0.39649999141693115,0.38044,0.3723,0.48514,0.4437,0.43546,0.4146,0.4785,0.4351,0.62746,0.4366,0.64592,0.3985
16,False,0.5505800247192383,0.3677000105381012,0.3337,0.3327,0.41442,0.3936,0.3795,0.3628,0.41834,0.3929,0.50814,0.397,0.52588,0.3747
16,False,0.6723200082778931,0.38920000195503235,0.36096,0.3548,0.472,0.4397,0.42104,0.403,0.4633,0.4254,0.58766,0.4319,0.60158,0.3948
16,False,0.4980199933052063,0.37070000171661377,0.33706,0.326,0.41472,0.3902,0.37104,0.3544,0.40478,0.3791,0.48052,0.392,0.47716,0.3798
16,False,0.7991200089454651,0.3950999975204468,0.38028,0.3737,0.4858,0.4522,0.44738,0.431,0.48542,0.4445,0.63422,0.4385,0.6543,0.4043
16,False,0.7759400010108948,0.38659998774528503,0.37326,0.3658,0.4682,0.4375,0.4254,0.4102,0.46812,0.4307,0.62654,0.4273,0.67044,0.3937
16,False,0.4517199993133545,0.365200012922287,0.29382,0.2843,0.3902,0.3735,0.35942,0.3492,0.39652,0.378,0.45012,0.3801,0.43402,0.3734
16,False,0.3536800146102905,0.3336000144481659,0.2602,0.2528,0.3442,0.3272,0.31742,0.3057,0.3454,0.3299,0.36908,0.3444,0.35788,0.3477
16,False,0.6292999982833862,0.3946000039577484,0.35594,0.356,0.45876,0.4267,0.41702,0.4037,0.4552,0.4184,0.57436,0.4276,0.5851,0.3957
16,False,0.7053599953651428,0.3758000135421753,0.35926,0.3511,0.46454,0.4311,0.41478,0.3933,0.45642,0.4197,0.57102,0.4302,0.58934,0.3961
16,False,0.8153200149536133,0.39570000767707825,0.37448,0.3687,0.49722,0.4474,0.45868,0.4352,0.49574,0.4464,0.66936,0.4332,0.73252,0.4051
16,False,0.39375999569892883,0.36160001158714294,0.25572,0.2495,0.36142,0.3486,0.35262,0.3432,0.37538,0.3556,0.40368,0.3623,0.3894,0.3634
16,False,0.53684002161026,0.39879998564720154,0.3322,0.3284,0.43284,0.4106,0.39554,0.385,0.42942,0.4014,0.51276,0.4186,0.5156,0.4058
16,False,0.5362600088119507,0.3953000009059906,0.32646,0.3237,0.42752,0.4015,0.37686,0.364,0.43196,0.4124,0.50912,0.4169,0.4858,0.4024
32,True,0.4322800040245056,0.3894999921321869,0.33886,0.3233,0.55676,0.338,0.35202,0.3405,0.42678,0.39,0.59808,0.3658,0.4293,0.387
32,True,0.48758000135421753,0.4156999886035919,0.35106,0.3395,0.60288,0.3871,0.36862,0.3542,0.46552,0.4286,0.63216,0.4165,0.48588,0.423
32,True,0.2720400094985962,0.26750001311302185,0.17122,0.1681,0.31716,0.1605,0.21592,0.2151,0.27538,0.2694,0.44836,0.2319,0.26542,0.2675
32,True,0.5565800070762634,0.41940000653266907,0.39756,0.382,0.64282,0.4302,0.43064,0.406,0.48786,0.4427,0.6559,0.4276,0.51126,0.4168
32,True,0.20197999477386475,0.20020000636577606,0.10222,0.1019,0.23596,0.0972,0.14552,0.147,0.19006,0.1878,0.33908,0.179,0.20026,0.2007
32,True,0.1009799987077713,0.10339999943971634,0.1029,0.1036,0.11036,0.1023,0.10302,0.103,0.1036,0.1034,0.11092,0.1028,0.10046,0.1001
32,True,0.5548999905586243,0.44600000977516174,0.41534,0.3952,0.65932,0.443,0.45396,0.4255,0.51918,0.4569,0.67228,0.4384,0.55124,0.4431
32,True,0.4344800114631653,0.3982999920845032,0.31916,0.3022,0.56252,0.3472,0.36152,0.3482,0.42666,0.3982,0.59758,0.372,0.43504,0.3978
32,True,0.4247399866580963,0.39489999413490295,0.33894,0.3271,0.55136,0.3394,0.36158,0.3472,0.42,0.3981,0.58814,0.3621,0.42842,0.3997
32,True,0.47944000363349915,0.41749998927116394,0.36232,0.3519,0.60084,0.391,0.4032,0.3812,0.45974,0.4259,0.62308,0.3991,0.47524,0.4118
32,True,0.20747999846935272,0.20819999277591705,0.10302,0.1029,0.23142,0.1054,0.10302,0.1029,0.20868,0.2096,0.35866,0.1859,0.21114,0.2105
32,True,0.37591999769210815,0.3707999885082245,0.30208,0.2964,0.4957,0.284,0.25926,0.2512,0.37636,0.3605,0.54668,0.3163,0.38208,0.3679
32,True,0.2951200008392334,0.2888000011444092,0.19674,0.1947,0.40898,0.2056,0.20226,0.2022,0.30514,0.2915,0.48518,0.2482,0.30096,0.2917
32,True,0.3442400097846985,0.33009999990463257,0.25352,0.2417,0.44072,0.249,0.23442,0.2247,0.34996,0.3316,0.52074,0.2979,0.3533,0.3302
32,True,0.47558000683784485,0.41929998993873596,0.36248,0.3495,0.59354,0.3777,0.3926,0.3744,0.46234,0.4216,0.62766,0.4027,0.4812,0.4162
32,True,0.4777199923992157,0.41019999980926514,0.36422,0.3533,0.59998,0.3833,0.39748,0.3836,0.45242,0.4202,0.6223,0.3972,0.46926,0.4115
32,True,0.2678399980068207,0.2549000084400177,0.20388,0.204,0.3999,0.1846,0.20532,0.2056,0.25936,0.2536,0.46272,0.2138,0.24836,0.2445
32,True,0.28703999519348145,0.2459000051021576,0.16506,0.1614,0.35442,0.1761,0.19048,0.192,0.28776,0.2786,0.45578,0.239,0.28574,0.2803
32,True,0.4161199927330017,0.3880000114440918,0.2972,0.2876,0.53388,0.3308,0.35716,0.3492,0.41314,0.3963,0.58016,0.3589,0.41626,0.3923
32,True,0.3054400086402893,0.30880001187324524,0.18244,0.1799,0.37758,0.2044,0.1848,0.1844,0.30972,0.3042,0.48,0.2534,0.30448,0.2992
32,True,0.5104600191116333,0.4334999918937683,0.36284,0.352,0.62772,0.4137,0.40978,0.3906,0.47834,0.4366,0.64654,0.421,0.50416,0.4319
32,True,0.21121999621391296,0.20589999854564667,0.19216,0.1884,0.35844,0.1758,0.15294,0.1517,0.16286,0.1611,0.30246,0.1576,0.18762,0.1886
32,True,0.3860200047492981,0.3619999885559082,0.31556,0.3001,0.52306,0.3136,0.31928,0.3069,0.39472,0.3679,0.5601,0.3296,0.39462,0.3731
32,True,0.27531999349594116,0.27379998564720154,0.17136,0.1679,0.32754,0.1604,0.22304,0.2241,0.27944,0.2729,0.44718,0.2434,0.27684,0.2717
32,True,0.44029998779296875,0.4092999994754791,0.34914,0.3422,0.57234,0.3613,0.37084,0.3547,0.43692,0.4093,0.60658,0.3845,0.43926,0.4033
32,False,0.4398399889469147,0.3864000141620636,0.30128,0.2922,0.40612,0.3858,0.3314,0.3245,0.3975,0.3796,0.45002,0.3989,0.43758,0.3886
32,False,0.3000999987125397,0.288100004196167,0.17356,0.1667,0.29232,0.2795,0.25236,0.248,0.27314,0.2648,0.3107,0.2941,0.30662,0.2947
32,False,0.4098399877548218,0.3625999987125397,0.30174,0.2941,0.37024,0.3511,0.34332,0.3295,0.38484,0.3655,0.42774,0.3687,0.40642,0.3648
32,False,0.39208000898361206,0.3709000051021576,0.29318,0.2864,0.37252,0.3572,0.333,0.3213,0.34884,0.3349,0.4075,0.3722,0.40016,0.3718
32,False,0.5225800275802612,0.40400001406669617,0.34446,0.3393,0.44256,0.4145,0.3905,0.3756,0.43288,0.4089,0.53056,0.4189,0.51828,0.4089
32,False,0.28665998578071594,0.2842000126838684,0.16968,0.1677,0.2869,0.2825,0.23048,0.2341,0.2637,0.2575,0.29244,0.2786,0.2893,0.2819
32,False,0.09963999688625336,0.10000000149011612,0.10016,0.1,0.10118,0.1001,0.10042,0.1001,0.10042,0.1,0.10026,0.1002,0.1,0.1
32,False,0.4150199890136719,0.3781000077724457,0.28386,0.2808,0.38852,0.3747,0.35734,0.3465,0.38554,0.3688,0.43814,0.3755,0.41804,0.375
32,False,0.29868000745773315,0.29100000858306885,0.206,0.1974,0.28786,0.2834,0.22394,0.2175,0.26922,0.2613,0.3071,0.2874,0.30266,0.291
32,False,0.30121999979019165,0.29679998755455017,0.191,0.1849,0.2924,0.2867,0.24094,0.2314,0.29716,0.2892,0.31032,0.2918,0.3077,0.2952
32,False,0.4053199887275696,0.37529999017715454,0.30926,0.3025,0.38326,0.3666,0.3548,0.3373,0.38562,0.3696,0.42732,0.3764,0.40408,0.3765
32,False,0.20452000200748444,0.2078000009059906,0.10322,0.1033,0.20852,0.2039,0.16702,0.1696,0.19048,0.1892,0.21624,0.2019,0.20902,0.2039
32,False,0.5078799724578857,0.37720000743865967,0.32172,0.3126,0.40972,0.3912,0.36818,0.3525,0.41158,0.389,0.48496,0.4012,0.46628,0.3798
32,False,0.21153999865055084,0.20990000665187836,0.10506,0.1058,0.2156,0.2051,0.19802,0.1984,0.17248,0.1754,0.2158,0.2094,0.21282,0.2104
32,False,0.45719999074935913,0.3822999894618988,0.3057,0.3001,0.39052,0.3764,0.35482,0.3394,0.40596,0.3848,0.47102,0.3916,0.45742,0.3833
32,False,0.3310999870300293,0.32600000500679016,0.24116,0.2264,0.3346,0.321,0.29778,0.2929,0.31446,0.3028,0.34704,0.3269,0.33862,0.3283
32,False,0.3508400022983551,0.33550000190734863,0.26438,0.258,0.33966,0.3279,0.30174,0.294,0.34398,0.3331,0.36482,0.3448,0.35754,0.3426
32,False,0.35346001386642456,0.33820000290870667,0.28292,0.2734,0.34552,0.3292,0.31252,0.299,0.33666,0.3197,0.37144,0.3456,0.36366,0.3446
32,False,0.390500009059906,0.3736000061035156,0.29176,0.2853,0.37228,0.3554,0.33694,0.3282,0.35924,0.3455,0.40622,0.3789,0.3941,0.3745
32,False,0.7386599779129028,0.37459999322891235,0.3596,0.3512,0.4522,0.4282,0.40978,0.399,0.4509,0.4219,0.638,0.4071,0.67464,0.3764
32,False,0.30423998832702637,0.29260000586509705,0.21052,0.2025,0.29558,0.2918,0.2312,0.2276,0.28354,0.2772,0.31248,0.2933,0.30714,0.2908
32,False,0.5172399878501892,0.38029998540878296,0.3283,0.3213,0.41644,0.3972,0.3665,0.3543,0.41478,0.3901,0.50974,0.401,0.49638,0.3813
32,False,0.09623999893665314,0.10000000149011612,0.10006,0.1,0.10002,0.0999,0.10002,0.1,0.09988,0.1001,0.10002,0.1,0.1,0.1
32,False,0.4484800100326538,0.36489999294281006,0.31406,0.302,0.3979,0.3792,0.3616,0.3516,0.39632,0.3743,0.4604,0.384,0.43306,0.3746
32,False,0.4325999915599823,0.3741999864578247,0.32324,0.3202,0.3963,0.3825,0.36252,0.3542,0.39298,0.3761,0.44962,0.3787,0.42598,0.3776
