position,frozen,train_accuracy,val_accuracy,layer_0_train_separability,layer_0_test_separability,layer_1_train_separability,layer_1_test_separability,layer_2_train_separability,layer_2_test_separability,layer_3_train_separability,layer_3_test_separability,layer_4_train_separability,layer_4_test_separability,layer_5_train_separability,layer_5_test_separability
back,True,0.8716999888420105,0.45829999446868896,0.44282,0.4227,0.51974,0.4807,0.59254,0.489,0.6709,0.4891,0.73606,0.4945,0.78584,0.4834
back,True,0.8877000212669373,0.46700000762939453,0.45172,0.4347,0.5304,0.4867,0.61104,0.4906,0.69982,0.4831,0.75962,0.4872,0.81356,0.4885
back,True,0.8740000128746033,0.4546000063419342,0.45036,0.4331,0.52364,0.484,0.60286,0.4901,0.68414,0.4848,0.73952,0.4879,0.78506,0.4842
back,True,0.8841999769210815,0.4733000099658966,0.45842,0.4407,0.5348,0.4902,0.62322,0.4967,0.69974,0.4963,0.75132,0.5014,0.79226,0.4934
back,True,0.8711599707603455,0.4578000009059906,0.43804,0.4239,0.5151,0.4774,0.58796,0.4936,0.67266,0.4849,0.72974,0.4897,0.77724,0.4829
back,True,0.8895800113677979,0.453900009393692,0.44178,0.4266,0.51992,0.4832,0.59996,0.4897,0.68742,0.4881,0.7422,0.488,0.7929,0.4819
back,True,0.8916800022125244,0.46239998936653137,0.4521,0.4442,0.52474,0.4856,0.60104,0.487,0.6744,0.486,0.73416,0.4923,0.78352,0.4865
back,True,0.8727999925613403,0.46070000529289246,0.44076,0.4245,0.51998,0.4795,0.5948,0.4925,0.68182,0.4867,0.73848,0.4884,0.7872,0.4857
back,False,0.8691800236701965,0.4562000036239624,0.43886,0.426,0.5123,0.4853,0.56868,0.4865,0.63872,0.4897,0.74696,0.4836,0.80572,0.4633
back,False,0.8670600056648254,0.45649999380111694,0.4366,0.4273,0.50668,0.4802,0.5504,0.4879,0.61822,0.4857,0.72708,0.4823,0.80208,0.4609
back,False,0.867579996585846,0.46050000190734863,0.42412,0.4135,0.50402,0.4729,0.56068,0.4846,0.6441,0.484,0.77202,0.4773,0.85256,0.4679
back,False,0.8655400276184082,0.4632999897003174,0.42384,0.4168,0.50844,0.4799,0.56566,0.4902,0.64606,0.4919,0.7558,0.4873,0.82852,0.4672
back,False,0.8708599805831909,0.45840001106262207,0.43578,0.4234,0.5045,0.475,0.5608,0.4868,0.63222,0.4821,0.75202,0.4813,0.83408,0.4625
back,False,0.8650599718093872,0.45890000462532043,0.42388,0.416,0.50088,0.4765,0.55098,0.4776,0.62752,0.4822,0.73446,0.4829,0.81746,0.4639
back,False,0.8639199733734131,0.44839999079704285,0.42236,0.4143,0.50738,0.4726,0.5593,0.4831,0.63612,0.4892,0.76008,0.4791,0.83548,0.4611
back,False,0.8599200248718262,0.4578999876976013,0.42968,0.4141,0.50626,0.4768,0.56634,0.4874,0.65172,0.4832,0.77904,0.4751,0.8485,0.4562
back,False,0.8744400143623352,0.454800009727478,0.41948,0.4102,0.5042,0.4779,0.55518,0.4851,0.63004,0.4854,0.7469,0.4787,0.83182,0.4612
back,False,0.8693400025367737,0.4636000096797943,0.43154,0.4222,0.50544,0.4777,0.56376,0.4887,0.64638,0.4871,0.75786,0.4799,0.8291,0.4686
back,False,0.8631399869918823,0.4505000114440918,0.42256,0.4127,0.50428,0.4749,0.55338,0.4808,0.62182,0.4853,0.74164,0.4722,0.83418,0.4584
back,False,0.8569599986076355,0.4578999876976013,0.43358,0.4206,0.50886,0.4749,0.55218,0.4847,0.62416,0.4855,0.73752,0.4808,0.81452,0.4605
back,False,0.8758599758148193,0.44780001044273376,0.41522,0.4065,0.49624,0.4685,0.54634,0.4844,0.62008,0.4826,0.74362,0.4771,0.83426,0.4567
back,False,0.8626199960708618,0.45829999446868896,0.43126,0.4258,0.50504,0.4733,0.55578,0.4827,0.62608,0.4803,0.74492,0.4747,0.8268,0.4557
back,False,0.8633599877357483,0.4503999948501587,0.43334,0.4232,0.50788,0.4744,0.55346,0.479,0.62252,0.4795,0.74546,0.4799,0.83284,0.457
back,False,0.8668000102043152,0.45489999651908875,0.4308,0.4165,0.5045,0.4743,0.55334,0.4846,0.63026,0.4806,0.7461,0.4765,0.829,0.4585
back,False,0.8704599738121033,0.4571000039577484,0.43014,0.4208,0.499,0.4679,0.55774,0.4844,0.64082,0.4814,0.7592,0.4797,0.85036,0.4562
back,False,0.8695600032806396,0.4596000015735626,0.42712,0.4163,0.50564,0.4798,0.55942,0.4833,0.6394,0.4784,0.76288,0.4758,0.8387,0.4612
back,False,0.8626599907875061,0.4496000111103058,0.42156,0.4173,0.50302,0.4836,0.55404,0.4883,0.62126,0.4831,0.73556,0.4728,0.81336,0.4558
back,False,0.877780020236969,0.45010000467300415,0.41932,0.407,0.5015,0.4786,0.5513,0.4786,0.62718,0.4808,0.75536,0.4736,0.82592,0.4559
back,False,0.8659399747848511,0.4519999921321869,0.4228,0.4156,0.49946,0.4752,0.55052,0.4815,0.62162,0.4775,0.75662,0.4769,0.8426,0.4552
back,False,0.8742799758911133,0.46650001406669617,0.43374,0.4195,0.5079,0.4765,0.56936,0.4949,0.65684,0.4881,0.77908,0.4825,0.84418,0.4629
back,False,0.8751199841499329,0.45590001344680786,0.41084,0.4051,0.50058,0.4789,0.55066,0.4811,0.62794,0.4875,0.75478,0.4759,0.83734,0.4573
back,False,0.869159996509552,0.4578000009059906,0.43076,0.4243,0.50486,0.4742,0.56216,0.4868,0.63568,0.4825,0.74892,0.4828,0.81982,0.4692
back,False,0.8700600266456604,0.45399999618530273,0.42044,0.4079,0.50166,0.4724,0.55128,0.4847,0.62302,0.4841,0.74518,0.4757,0.82832,0.4538
